ROWNUM;VEHICLE_NUM;FULL_NAME;BLANK_NUM;VEHICLE_BRAND_MODEL;INN;OGRN;
21449;"Н749СА58";"ШАХРАМАНОВ ГАРРИ КАРЛЕНОВИЧ";"МСК 019856";"KIA ED (CEED)";"581002699574";"312580220700020";
21450;"К377ВТ197";"ООО ТрансКар";"МСК019865";"TOYOTA CAMRY";"7720692870";"1107746622136";
21451;"Н759МО197";"ООО ТрансКар";"МСК019868";"TOYOTA CAMRY";"7720692870";"1107746622136";
21452;"К827ТО18";"Коровин Михаил Вячеславович";"МСК 019876";"FORD FOCUS";"180502005038";"312183719800052";
21453;"С278ОМ197";"Тихменев Алексей Сергеевич";"МСК019883";"Daewoo Nexia";"771683262572";"312774621300822";
21454;"Р556ВХ197";"МЕЛКУМЯН АНДРЕЙ БЕНИКОВИЧ";"МСК 019889";"KIA RIO DS2433";"621802198807";"312623218800014";
21455;"В862УХ197";"ООО Агент-Сити";"МСК 019895";"TOYOTA COROLLA";"7726672446";"1117746202023";
21456;"Т648УС197";"Блохин Олег Владимирович";"МСК 019901";"Hyundai Solaris";"026615105019";"304026607200022";
21457;"У621НУ197";"КОРОЛЕВ АНДРЕЙ ВЛАДИМИРОВИЧ";"МСК 019908";"CHEVROLET CRUZE";"772340814685";"312774620601292";
21458;"Х947УТ197";"ООО АВТОКОМ";"МСК019915";"Ford Mondeo";"7713621941";"5077746857304";
21459;"В380УУ197";"ООО АВТОКОМ";"МСК019920";"Ford Focus";"7713621941";"5077746857304";
21460;"Х864УТ197";"ООО АВТОКОМ";"МСК019925";"Ford Mondeo";"7713621941";"5077746857304";
21461;"В284УУ197";"ООО АВТОКОМ";"МСК019930";"Ford Focus";"7713621941";"5077746857304";
21462;"В774УУ197";"ООО ТАКСИ";"МСК019936";"Volkswagen Polo";"7714526095";"1037789018849";
21463;"Н086УР197";"СУЮНЧЕВ АЗРЕТ-АЛИ ХАНАФИЕВИЧ";"МСК 019942";"FORD FOCUS";"770401548542";"312774620500921";
21464;"Е707НТ197";"ЧУЕВ ВАДИМ АЛЕКСАНДРОВИЧ";"МСК 019946";"NISSAN NOTE";"772812264004";"312774622600440";
21465;"У793СУ197";"ООО Авто-Кэб";"МСК019956";"FORD FOCUS";"7715882191";"1117746706032";
21466;"М884УК197";"Нестеров Евгений Валерьевич";"МСК019958";"CHEVROLET CRUZE KL1J";"773712458706";"311774621400668";
21467;"С103НР197";"Барсуков Сергей Борисович";"МСК019968";"VAZ 21099";"771608210021";"312774622800101";
21468;"Е355ХМ197";"ООО ТАКСИ-212";"МСК019977";"FORD MONDEO";"7715919684";"1127746398515";
21469;"Е375ХМ197";"ООО ТАКСИ-212";"МСК019979";"FORD MONDEO";"7715919684";"1127746398515";
21470;"Е383ХМ197";"ООО ТАКСИ-212";"МСК019982";"FORD MONDEO";"7715919684";"1127746398515";
21471;"Е393ХМ197";"ООО ТАКСИ-212";"МСК019984";"FORD MONDEO";"7715919684";"1127746398515";
21472;"Е404ХМ197";"ООО ТАКСИ-212";"МСК019987";"FORD MONDEO";"7715919684";"1127746398515";
21473;"Е411ХМ197";"ООО ТАКСИ-212";"МСК019989";"FORD MONDEO";"7715919684";"1127746398515";
21474;"Е415ХМ197";"ООО ТАКСИ-212";"МСК019992";"FORD MONDEO";"7715919684";"1127746398515";
21475;"Е420ХМ197";"ООО ТАКСИ-212";"МСК019994";"FORD MONDEO";"7715919684";"1127746398515";
21476;"А177ХА197";"Сарач Пётр Алексеевич";"МСК 019998";"Land Rover Discovery 4";"771521095399";"312774621500554";
21477;"С814КЕ197";"СЕРГЕЕВ ВЛАДИМИР АДАМОВИЧ";"МСК 020005";"PEUGEOT PARTNER";"771400034401";"312774621901151";
21478;"Е754ХК197";"ООО Роял Авто";"МСК020023";"RENAULT FLUENCE";"7724795700";"1117746512971";
21479;"Т829ВУ199";"АЛЛЯМОВ ИЛЬДАР ХАРИСОВИЧ";"МСК 020010";"SKODA OCTAVIA TOUR";"771709595787";"312774622300477";
21480;"Т237ХЕ197";"ООО Курс";"МСК 020014";"Renault Logan";"7721734956";"1117746700708";
21481;"Т296ХЕ197";"ООО МАСТЕР";"МСК 020019";"Skoda Fabia";"7725703194";"1107746742300";
21482;"В737РК197";"КОСТИЦЫН ВЛАДИМИР НИКОЛАЕВИЧ";"МСК 020033";"NISSAN ALMERA CLASSIK";"771589008811";"312774619500200";
21483;"Т488УО197";"МАДАМБЕКОВ АБДЫГАНЫ САЙДИМАМАТОВИЧ";"МСК020039";"CHEVROLET CRUZE";"692601041721";"312691020600021";
21484;"А467УО197";"Казаров Иосиф Суренович";"МСК020053";"Ford Focus";"615102572048";"312618222800022";
21485;"К452РН197";"САЗОНОВ ВАДИМ АЛЕКСАНДРОВИЧ";"МСК 020058";"NISSAN TEANA";"774307915136";"312774620700708";
21486;"Е121ХМ197";"ООО ЮВ ТРАНС";"МСК 020066";"Ford Focus";"7723626730";"1077759723997";
21487;"С117ОХ69";"ЖУСУПОВ МИРЛАН КУЛАМИДИНОВИЧ";"МСК 020070";"FORD FOCUS";"771577291596";"312774617000604";
21488;"С425РО97";"ГАДИМОВ ШАХИН АВАЗ ОГЛЫ";"МСК 028670";"VAZ 21100";"771365148040";"312774622900320";
21489;"Р499ХВ197";"АРАКЕЛЯН НАИРИ МЯСНИКОВИЧ";"МСК 020079";"OPEL ASTRA (A-H/NB)";"773271162808";"311774634300862";
21490;"У887ЕК197";"ЗУЛЬКАНАЕВ ТЛЕК МАКСОТОВИЧ";"МСК 020085";"FORD MONDEO";"645115758546";"305645103400099";
21491;"У062ТТ197";"АЛИЕВ ЕСУ МАУЛИЕВИЧ";"МСК 020091";"LADA 21074";"070800373983";"312774601300950";
21492;"Х063ХЕ197";"Краснова Елена Павловна";"МСК 020094";"Chevrolet KLAN (J200/Lacetti)";"774330550853";"310774623000369";
21493;"О001КТ197";"Кучеренко Николай Анатольевич";"МСК020102";"Skoda Octavia";"771502212854";"307770000200390";
21494;"С815ХВ197";"ООО Аверс";"МСК 020107";"Volkswagen Polo";"7704766108";"1107746811699";
21495;"М810ОС";"СЫЧЕВ ВИТАЛИЙ ВИКТОРОВИЧ";"МСК020113";"ВАЗ 217030";"615309367013";"312618622200021";
21496;"Х760УК197";"ООО Калипсо";"МСК 020121";"RENAULT LAGUNA";"7710908142";"1127746152820";
21497;"М531РТ199";"ООО РезервНефтеГаз";"МСК 020196";"PEUGEOT 308";"7727502824";"1047796016212";
21498;"В228ХК197";"ООО «Удобное Такси»";"МСК 020129";"Chevrolet KLAN (J200/CHEVROLETLA)";"7731426333";"1127746343174";
21499;"У208ХВ197";"ООО Интранс";"МСК 020141";"Chevrolet Aveo KL1T";"7705843411";"1087746666457";
21500;"У209ХВ197";"ООО Интранс";"МСК 020146";"Chevrolet Aveo KL1T";"7705843411";"1087746666457";
21501;"Т104ХУ177";"МАРКОВИЧ СЕРГЕЙ НИКОЛАЕВИЧ";"МСК020151";"NISSAN ALMERA 1.5";"772141902506";"304770000245612";
21502;"В821ХА197";"ООО АРПАКО";"МСК020160";"Chevrolet Cruze";"7716213500";"1027700402730";
21503;"У433РА197";"Мудрик Андрей Борисович";"МСК 020165";"Peugeot 107";"773383381710";"312774619400957";
21504;"Т583УЕ197";"ГОЛОВАНОВА ВАЛЕНТИНА ИВАНОВНА";"МСК 020167";"VOLKSWAGEN POLO";"774339584575";"312774622300262";
21505;"К085УТ197";"КАРПУХИН АЛЕКСЕЙ АЛЕКСАНДРОВИЧ";"МСК020176";"KIA CERATO FORTE";"771400000547";"304770000288608";
21506;"Н531ХР197";"ГАЛСТЯН РАФАЭЛЬ ГЕОРГИЕВИЧ";"МСК 020912";"SKODA OCTAVIA";"774392727204";"312774621400899";
21507;"М015УТ197";"САГЫНБАЕВ СУЛТАНБЕК ТОКОЕВИЧ";"МСК 020179";"FORD FOCUS";"692601033946";"312691023400049";
21508;"Х283СН64";"ЮСУБОВ ШИРВАН РАЗЗАГ ОГЛЫ";"МСК 020181";"KIA JD CEED";"773701600774";"312774611700753";
21509;"М044МО71";"ГРИНВАЛЬД ВИТАЛИЙ АЛЕКСАНДРОВИЧ";"МСК 020187";"FORD FOCUS";"772347399269";"304770000066817";
21510;"О694МВ197";"Звягинцев Александр Викторович";"МСК020191";"Ford Mondeo";"770101249196";"312774619501132";
21511;"Р416СЕ197";"АРИСТОВ МИХАИЛ ВЛАДИМИРОВИЧ";"МСК 020197";"CHEVROLET KLAL EPICA";"772479708347";"312774611901061";
21512;"С985МЕ197";"Карнаухов Тимофей Витальевич";"МСК 020202";"Citroen Berlingo";"772600123019";"310774615400091";
21513;"В102НУ177";"ЛУГОВЕЦ МИХАИЛ СЕРГЕЕВИЧ";"МСК 020209";"CHERY A15/SQR7162/";"773404731460";"312774622900762";
21514;"С428УС150";"Иванов Владимир Павлович";"МСК 020211";"VAZ 21150";"505015398219";"312774621900130";
21515;"М254АР40";"ГОЛЕВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК 020219";"RENAULT ЛОГАН";"401703301780";"312400102300022";
21516;"Н301КЕ40";"ВАРДАНЯН АЛЬБЕРТ СУМБАТОВИЧ";"МСК 020221";"FORD ФОКУС";"401900681517";"312400122600012";
21517;"Х176УВ190";"Кайназаров Асан Аскарбекович";"МСК 020229";"Skoda Octavia";"772608822499";"311774635401052";
21518;"В659ВА199";"КОРОТАЕВ АНДРЕЙ ФЁДОРОВИЧ";"МСК 020230";"MAZDA MPV";"772336593793";"312774623500388";
21519;"Х142УУ197";"БРОНСКИЙ СЕРГЕЙ ВИКТОРОВИЧ";"МСК020252";"LIFAN 214813";"773473061129";"312774623400623";
21520;"Р250ОК197";"КАЗАРЯН ВАГАРШАК АНДРАНИКОВИЧ";"МСК 020234";"HYUNDAI SOLARIS";"344817273140";"312774620600100";
21521;"К333ВС177";"Мартыненко Александр Николаевич";"МСК020279";"Mercedes Bents E200 К";"772388380757";"312774623300642";
21522;"К875ХВ197";"ШИРОКОВ РОМАН БОРИСОВИЧ";"МСК 020256";"OPEL SINTRA";"771818750707";"307770000396463";
21523;"Х811МУ64";"ЕРГУНЕВ ОЛЕГ ВАЛЕРИЕВИЧ";"МСК020268";"RENAULT LOGAN";"643401320566";"309643204200017";
21524;"О085ХО197";"ООО С-Холдинг";"МСК 020263";"CHEVROLET KLAN J200 LACETTI";"7724768939";"1107746959737";
21525;"Е368СТ199";"КРИВЦОВ ВИКТОР АНАТОЛЬЕВИЧ";"МСК020272";"FORD MONDEO";"771541011580";"312774622901055";
21526;"М206ОУ199";"КУМАРИН СЕРГЕЙ ИВАНОВИЧ";"МСК 020351";"HYUNDAI ELANTRA 1.6GLS MT";"771807888686";"312774623500040";
21527;"Т361УН177";"ООО ПолиПринт";"МСК020285";"Suzuki Grand Vitara";"7733754001";"5107746026999";
21528;"В773ХА197";"ООО ТЕМП";"МСК 020349";"KIA RIO";"7715882709";"1117746718176";
21529;"С129ХК197";"ООО ТЕМП";"МСК 020350";"KIA RIO";"7715882709";"1117746718176";
21530;"Р824РК199";"КРЮЧКОВ СЕРГЕЙ ВАСИЛЬЕВИЧ";"МСК020293";"HYUNDAI ACCENT";"772781227218";"312774623701227";
21531;"А157ХО197";"ООО ЮВ ТРАНС";"МСК 020306";"FORD FOCUS";"7723626730";"1077759723997";
21532;"Р214МА33";"БАЗАРБАЕВ БАКЫТБЕК БАЙЫШОВИЧ";"МСК 020311";"ВАЗ 11173";"331404264103";"312330423600033";
21533;"А713ТХ197";"ТАРАСЕНКО ИГОРЬ БОРИСОВИЧ";"МСК 020313";"SKODA OCTAVIA";"774304279309";"308770000269770";
21534;"К136КО197";"МОНИН АНТОН ВЛАДИМИРОВИЧ";"МСК020359";"KIA CERATO";"771578646481";"312774620200751";
21535;"С277АВ56";"ГУЛИЕВ ИЛЬГАР МАМИ ОГЛЫ";"МСК020291";"RENAULT LOGAN/SR/";"562202397675";"311565810400921";
21536;"Т612УЕ197";"Пархоменко Максим Николаевич";"МСК 020331";"Volkswagen Caddy 2K";"771543947150";"312774623400590";
21537;"Х179ВО197";"ШУБИН СЕРГЕЙ НИКОЛАЕВИЧ";"МСК 023366";"KIA CEE'D";"772800500232";"312774601100620";
21538;"Н801УТ197";"БОЛЬШАКОВ ЛЕОНИД ВАДИМОВИЧ";"МСК020367";"TOYOTA CAMRY";"773400094179";"312774606001857";
21539;"У126СО177";"КОПИЧУК ВЯЧЕСЛАВ АЛЕКСАНДРОВИЧ";"МСК020370";"CITROEN BERLINGO";"772771786400";"312774622000036";
21540;"М344СМ99";"Гурбанов Рафаил Наби Оглы";"МСК 020374";"Mercedes BENZ E240";"600600937063";"311774620101092";
21541;"В312ВХ190";"ГОСТЕВ ВИКТОР ВИКТОРОВИЧ";"МСК 020376";"KIA RIO";"503012329208";"311503002500021";
21542;"В576ХН197";"ЛЕГЕНЬКОВ ЛЕОНИД ВИТАЛЬЕВИЧ";"МСК020384";"FORD FOCUS";"772641690070";"305770000030411";
21543;"О645НУ97";"ВОЙЛОКОВ ВЛАДИМИР ВИКТОРОВИЧ";"МСК 020386";"NISSAN SENTRA";"773607584927";"312774623600444";
21544;"К966СХ197";"КоношановИлья Олегович";"МСК 020391";"FORD FOCUS";"774314111792";"312774619800209";
21545;"Х643УУ197";"КИСЛОВ ЯРОСЛАВ ВАЛЕРЬЕВИЧ";"МСК 020406";"PEUGEOT 407";"772438519171";"312774624001278";
21546;"К400ОК71";"БАБАЕВ ИМАН МАМЕДШАХ ОГЛЫ";"МСК 020416";"TOYOTA COROLLA";"631626976533";"312715424100170";
21547;"А937УУ197";"Сидоркин Андрей Владимирович";"МСК020421";"Citroen C4";"773718052967";"312774622100255";
21548;"Н362КС199";"Тихонов Евгений Константинович";"МСК 020429";"Hyundai Accent";"773505199926";"312774623500452";
21549;"В412ХО197";"ООО ЮВ ТРАНС";"МСК 020438";"FORD FOCUS";"7723626730";"1077759723997";
21550;"Р410ОВ177";"ЗАСИЕНКО ВИКТОР";"МСК 020444";"HYUNDAI SONATA";"772983033889";"311774615200783";
21551;"У566РР197";"АЙВАЗЯН ОКСАННА АКОПОВНА";"МСК 020447";"LADA 211440";"771577044438";"312774623700652";
21552;"Т492УУ197";"БОРДУКОВ ВИТАЛИЙ ВЛАДИМИРОВИЧ";"МСК 020454";"FORD FOCUS";"771610953391";"308770000158263";
21553;"О365ХН197";"НАСИРДИНОВ НОДИРБЕК ХАЛМАТОВИЧ";"МСК020455";"DAEWOO NEXIA";"771380362306";"312774619400601";
21554;"Т543ХМ197";"ООО Компромисс-М";"МСК 020468";"CHEVROLET LACETTI KLAN (J200)";"7714879750";"1127746584987";
21555;"Х140ЕН73";"ФАХРТДИНОВ ФАРИТ ФЕРГАТОВИЧ";"МСК 020475";"LIFAN 214813";"732300320148";"312732924000012";
21556;"М223ХК197";"АНТИЯ МАНАНА ВЕЛОДИЕВНА";"МСК 020480";"HYUNDAI SOLARIS";"623008921777";"312774624401266";
21557;"Х354ХА90";"ООО Вояж";"МСК 020486";"Hyundai Sonata";"7735558637";"1097746151502";
21558;"Н639РО197";"ХАЧАПУРИДЗЕ НУГЗАР ДЖАБУЛОВИЧ";"МСК 020494";"CHEVROLET KLAN J200/CHEVROLET LACETTI";"771534256893";"312774622201135";
21559;"Р067ХА197";"ДАШКЕВИЧ МИХАИЛ ЭДУАРДОВИЧ";"МСК 020500";"NISSAN PRIMERA";"773721256248";"312774622200812";
21560;"С326ХМ197";"ООО Такси.ру";"МСК020515";"Ford Mondeo";"7713698687";"1097746841950";
21561;"С179ВР199";"РУДАКОВ АЛЕКСЕЙ АНАТОЛЬЕВИЧ";"МСК 020510";"VAZ 21150";"771534873712";"312774624301100";
21562;"К419УВ190";"Попов Андрей Сергеевич";"МСК 020529";"RENAULT LOGAN";"502403109537";"308502424000063";
21563;"Т589КО197";"ООО ИК Большой город";"МСК 020519";"Ford Mondeo";"7720749854";"1127746357496";
21564;"В128ХЕ197";"КАРОБОЕВ БАХРОМ КОМИЛОВИЧ";"МСК 020535";"CHEVROLET CRUZE KL1J";"331404753513";"312330420800018";
21565;"Т031ОС190";"ООО Дилижанс";"МСК 020546";"Renault Logan";"7720752021";"1127746420053";
21566;"Т033ОС190";"ООО Дилижанс";"МСК 020548";"Renault Logan";"7720752021";"1127746420053";
21567;"Т182АУ199";"ООО ФРИЗ";"МСК020559";"NISSAN ALMERA 1.5 КOMFORT";"7715034321";"1027739337702";
21568;"М771РР197";"Капустина Ольга Юрьевна";"МСК020556";"Ford Focus";"772770280033";"312774622100861";
21569;"У537ОО199";"ПРИВЕЗЕНЦЕВ ИГОРЬ СЕРГЕЕВИЧ";"МСК 020565";"VAZ 211540 LADA SAMARA";"774300771615";"312774622800609";
21570;"Х454ЕМ199";"ПЕЧИКИН ПАВЕЛ ВИКТОРОВИЧ";"МСК020572";"NISSAN MURANO";"772435817701";"312774622700963";
21571;"К014АР197";"КУРЕНКОВ АЛЕКСАНДР БОРИСОВИЧ";"МСК020573";"VOLKSWAGEN PASSAT VARIANT GL";"773133647332";"312774624400096";
21572;"М675ЕР197";"РОМАНОВ АЛЕКСЕЙ ЮРЬЕВИЧ";"МСК 020585";"NISSAN NOTE 1.4";"772471568401";"312774624200394";
21573;"Е431ХМ197";"ПЕТРОСОВ СЕРГЕЙ ВЯЧЕСЛАВОВИЧ";"МСК020586";"NISSAN ALMERA CLASSIC";"772326947010";"312774624700136";
21574;"Е816РУ197";"Исаев Эдуард Сергеевич";"МСК020597";"Ford Focus";"771810801798";"312774624400271";
21575;"У750ТМ197";"ООО Транссервис-М";"МСК020670";"Chevrolet Cruze";"7718885585";"1127746354339";
21576;"У798ТМ197";"ООО Транссервис-М";"МСК020674";"Chevrolet Cruze";"7718885585";"1127746354339";
21577;"В249СК21";"БАЙРАМОВ ЯДИГАР ФАРМАН ОГЛЫ";"МСК 027116";"ВАЗ- 21102";"211801322557";"312213624200010";
21578;"Р375РМ177";"ШУТЫЙ СЕРГЕЙ АНАТОЛЬЕВИЧ";"МСК 020610";"BMW 525IA";"773202932654";"312774624700548";
21579;"М154РР197";"ЕЛЬЦОВ ИГОРЬ АЛЕКСАНДРОВИЧ";"МСК020608";"CHEVROLET KLAL (EPICA)";"772775059082";"312774621301178";
21580;"У684ТТ197";"РАМАЗАНОВ ИСА РАМАЗАНОВИЧ";"МСК 020675";"LADA 111730 LADA KALINA";"054605063566";"312774623300263";
21581;"А331ТВ197";"Титов Павел Викторович";"МСК 020682";"Skoda Yeti";"772103399680";"312774619400330";
21582;"Н678СТ44";"РУСАНОВ ЛЕОНИД ВАСИЛЬЕВИЧ";"МСК020683";"FORD FUSION";"442500562632";"312443624700015";
21583;"У787УМ197";"Курдогло Николай Ильич";"МСК020687";"Mitsubishi Lancer";"772965199458";"312774618000382";
21584;"В412ХМ197";"АБДРАХМАНОВ АЛМАЗ ГАЛИМЗЯНОВИЧ";"МСК020691";"FORD MONDEO";"162002158750";"312774624300668";
21585;"А885СТ21";"БЕЛОУСОВ НИКОЛАЙ СЕРГЕЕВИЧ";"МСК 020695";"TOYOTA PRIUS";"211101851650";"312213523700033";
21586;"Т071ОО197";"ЛОМОВ АНДРЕЙ НИКОЛАЕВИЧ";"МСК020700";"CHEVROLET KLAN (J200/LACETTI)";"773006064176";"312774623700221";
21587;"В957ХК197";"ООО Сити-Логистика";"МСК 025051";"NISSAN ALMERA CLASSIC";"7701866440";"1107746101000";
21588;"В715ХК197";"ООО Сити-Логистика";"МСК 020707";"NISSAN ALMERA CLASSIC";"7701866440";"1107746101000";
21589;"В710ХК197";"ООО Сити-Логистика";"МСК 020712";"NISSAN ALMERA CLASSIC";"7701866440";"1107746101000";
21590;"С311ХО199";"МАЛЫШЕВ АЛЕКСАНДР ВЯЧЕСЛАВОВИЧ";"МСК020725";"CHEVROLET KLAN (J200/LATSETTI)";"772646301306";"312774623301109";
21591;"Т151РА77";"ООО СтатТрейдГруп";"МСК 028435";"FORD MONDEO";"7743743640";"1097746295415";
21592;"Н871АВ199";"ЩЕГЛОВ МИХАИЛ ЮРЬЕВИЧ";"МСК 028462";"CHEVROLET KLAN (U100/SHEVROLE)";"773720566818";"313774603900389";
21593;"А938УМ77";"НАДЖАФОВ АХМЕД ВАКИФ ОГЛЫ";"МСК 028466";"HYUNDAI SONATA 2.0AT";"771865182402";"313774604200396";
21594;"В348ВВ199";"Громов Алексей Николаевич";"МСК 028469";"Kia Rio";"770403846576";"310774634100267";
21595;"У515АВ199";"ПАНФИЛОВ МАКСИМ ИГОРЕВИЧ";"МСК 028451";"RENAULT MEGANE II EXE1611096";"771871155975";"313774603701122";
21596;"О459УМ36";"САДРИ МОХАММАД САЛИМ";"МСК 028453";"ФОЛЬКСВАГЕН POLO";"366300519997";"310366802600121";
21597;"Н528СМ77";"ЕЛАНЦЕВ ДМИТРИЙ ВЛАДИМИРОВИЧ";"МСК 028444";"MERCEDES-BENZ VITO 113CDI";"772979700829";"312774635600376";
21598;"В225ХР97";"ШЕЛЯГОВСКИЙ ЮРИЙ СЕРГЕЕВИЧ";"МСК 028470";"TOYOTA COROLLA";"570200072498";"313774601601046";
21599;"Е276УХ197";"ООО ФАРМТЕХ";"МСК 028472";"Ford Focus";"7703752078";"1117746720630";
21600;"К412ТА197";"ООО Альтком";"МСК 028475";"FORD FOCUS";"7714653030";"1067746732459";
21601;"К413ТА197";"ООО Альтком";"МСК 028477";"FORD FOCUS";"7714653030";"1067746732459";
21602;"Р459НР77";"ООО Автопиктранс";"МСК 028483";"CHEVROLET KLAN J200/LACHETTI";"7734242398";"1027739733845";
21603;"А369АК77";"ООО Вояж";"МСК 028480";"Ford Focus";"7735558637";"1097746151502";
21604;"Р457НР77";"ООО Автопиктранс";"МСК 028485";"CHEVROLET KLAN J200/LACHETTI";"7734242398";"1027739733845";
21605;"В618ХМ77";"АРАПОВ ЭРЛАН ТААБАЛДЫЕВИЧ";"МСК 028492";"HYUNDAI SOLARIS";"244316059880";"313244301800021";
21606;"Е472ХН199";"АНТОНЕНКО МАКСИМ АЛЕКСЕЕВИЧ";"МСК 028506";"CHEVROLET KLAN (J200/CHEVROLET)";"772608644260";"312774619201147";
21607;"Н962НК77";"ООО Доброе такси";"МСК 028496";"CHEVROLET KLAN (J200/LACETTI)";"7725770465";"1127747026428";
21608;"Е648ХУ199";"Волошанский Василий Александрович";"МСК 028508";"Nissan Tiida 1.6";"504305008968";"313774603901277";
21609;"В913НЕ77";"Хечоян Овик Леваевич";"МСК 028509";"Ford Focus";"712601167010";"313715403700087";
21610;"А355ТО77";"ПОТЕМКИНА МАРИЯ НИКОЛАЕВНА";"МСК 028503";"HYUNDAI SOLARIS";"771601195624";"312774631700941";
21611;"О399ХК190";"АСЫЛГАРЕЕВ РОМАН РОДИОНОВИЧ";"МСК 028518";"RENAULT LOGAN";"502407171141";"312502405200019";
21612;"С682РК161";"Караханян Мартун Рубенович";"МСК 028525";"Chevrolet Lacetti";"644109993500";"311644110400026";
21613;"Р699ЕО77";"САРКИСЯН ВАГАН КАРАПЕТОВИЧ";"МСК 028532";"ZAZ VIDA SF 6950";"772073365018";"309774602001012";
21614;"М007НО77";"ООО Фантом";"МСК 028536";"FORD FOCUS";"7719726193";"1097746364210";
21615;"М008НО77";"ООО Фантом";"МСК 028537";"FORD FOCUS";"7719726193";"1097746364210";
21616;"М442АВ77";"ООО Ритм жизни";"МСК 028542";"Renault Logan";"7714636130";"1067746273198";
21617;"М435АВ77";"ООО Ритм жизни";"МСК 028544";"Mercedes-Benz Е200";"7714636130";"1067746273198";
21618;"М438АВ77";"ООО Ритм жизни";"МСК 028547";"Renault Logan";"7714636130";"1067746273198";
21619;"А862УН77";"ОООТАКСИ ЛАЙБА";"МСК 028549";"CHEVROLET KLAN (J200/CHEVROLETL)";"7731410044";"1117746550184";
21620;"А861УН77";"ОООТАКСИ ЛАЙБА";"МСК 028550";"CHEVROLET KLAN (J200/CHEVROLETL)";"7731410044";"1117746550184";
21621;"М072РК77";"Смирнов Сергей Андреевич";"МСК 028552";"VOLKSWAGEN CADDY 2K";"772820194914";"310774629500790";
21622;"Т961ОХ197";"АБРАМОВ АЛЕКСАНДР БОРИСОВИЧ";"МСК 028570";"FORD FOCUS";"772708172170";"313774603201324";
21623;"В257МН77";"ООО ДИСА-ЮГ";"МСК 028571";"Toyota Camry";"7721710137";"1107746988030";
21624;"Х 498ТС77";"ООО ТАКСИ";"МСК 028562";"VOLKSWAGEN POLO";"7714526095";"1037789018849";
21625;"К267НК77";"СОЛОВЬЕВ АНАТОЛИЙ НИКОЛАЕВИЧ";"МСК 028563";"TOYOTA CAMRY";"771914728736";"313774604500079";
21626;"Т127СР197";"АНДРЕЕВ ВИКТОР АЛЕКСАНДРОВИЧ";"МСК 028567";"SKODA OCTAVIA";"771976049357";"313774603700903";
21627;"С071НУ77";"Занегин Сергей Евгеньевич";"МСК 028577";"Renault SANDERO";"507401684940";"312507404600010";
21628;"О933ЕХ77";"ЖИДКОВА ЕКАТЕРИНА ВЛАДИМИРОВНА";"МСК 028580";"KIA ED CEE'D";"771375637940";"313774602400189";
21629;"Е053КУ197";"БОРИСОВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК 028584";"FORD FOCUS";"772201937256";"312774634801028";
21630;"Н667ТК197";"НЕРСЕСЯН СЛАВИЙ ГРАНТОВИЧ";"МСК 028598";"OPEL VECTRA";"772801469200";"312774631900510";
21631;"К050МН77";"ООО Акстел.ру";"МСК 028601";"Volkswagen Polo";"7722651614";"1087746770079";
21632;"В939ХХ197";"КОРОЛЕВ АНДРЕЙ ВАЛЕРИЕВИЧ";"МСК 028686";"RENAULT FLUENCE";"461600128902";"304461931100061";
21633;"В103АМ77";"ПЕРАДЗЕ ОМАР ШОТАЕВИЧ";"МСК 028604";"HYUNDAI SOLARIS 1.6GIAT";"772610359905";"313774602801002";
21634;"К284НН77";"ГУРЕВИЧ АЛЕКСЕЙ СЕРГЕЕВИЧ";"МСК 028606";"FORD FOCUS";"772879233190";"313774602801270";
21635;"Х216ОВ77";"Гребенников Сергей Владимирович";"МСК 028590";"Ford Focus";"771300408124";"313774601400196";
21636;"Р018УЕ199";"ГУСЕВ СЕРГЕЙ СЕРГЕЕВИЧ";"МСК 028591";"CHEVROLET KLAN (J200/CHEVROLET)";"771901609065";"313774602901340";
21637;"Х688МН197";"Бабадей Вадим Сергеевич";"МСК 028609";"HYUNDAI SONATA";"772773589969";"313774600900075";
21638;"У899ММ197";"Бабадей Вадим Сергеевич";"МСК 028610";"CHEVROLET CRUZE KL 1J";"772773589969";"313774600900075";
21639;"Р094ММ77";"Григорян Вагаршак Арсенович";"МСК 028611";"Ford Focus";"771313790514";"312774632600756";
21640;"Н751НР77";"Загайнов Алексей Юрьевич";"МСК 028597";"Volkswagen Polo";"670501273176";"309774623300491";
21641;"Н736НР77";"Загайнов Алексей Юрьевич";"МСК 028613";"Volkswagen Polo";"670501273176";"309774623300491";
21642;"О217ОЕ77";"Залиев Саид Сайдаминович";"МСК 028617";"DAEWOO NEXIA";"772850427490";"311774626900122";
21643;"О729МН77";"Сошников Евгений Владимирович";"МСК 028633";"Chevrolet KLAN J200/CHEVROLETL";"772372642206";"312774631900881";
21644;"О746МН77";"Сошников Евгений Владимирович";"МСК 028634";"Chevrolet KLAN J200/CHEVROLETL";"772372642206";"312774631900881";
21645;"О723МН77";"Сошников Евгений Владимирович";"МСК 028636";"Chevrolet Lacetti KLAN";"772372642206";"312774631900881";
21646;"Х337ХУ190";"ЗУЙКО ДМИТРИЙ АЛЕКСАНДРОВИЧ";"МСК 028643";"KIA RIO";"773121446543";"312774615601295";
